sep=;
Device ID;LBR-0013797;;
Series No;0041
Shot No;0018

Time (s);Vel (fps);Dist (m);SNR
0.000000;1160.79;0.00;-
0.013021;1147.84;4.58;22.07
0.015021;1145.45;5.28;21.08
0.017021;1142.00;5.98;20.75
0.019021;1141.88;6.68;18.26
0.021021;1137.41;7.37;20.86
0.023021;1139.28;8.06;16.71
0.025021;1135.50;8.76;18.35
0.027021;1133.69;9.45;17.39
0.029021;1129.75;10.14;15.83
0.031021;1128.68;10.83;18.29
0.033021;1124.97;11.51;13.52
0.035021;1125.71;12.20;16.51
0.037021;1124.03;12.89;17.12
0.039021;1118.80;13.57;7.52
0.043021;1116.16;14.93;14.80
0.045021;1113.32;15.61;16.03
0.047021;1113.61;16.29;9.76
0.049021;1115.38;16.97;13.33
0.051021;1106.63;17.65;10.74
0.053021;1114.92;18.32;9.80
0.055021;1105.55;19.00;11.32
0.057021;1107.78;19.68;13.14
0.059021;1101.64;20.35;16.30
0.061021;1099.45;21.02;11.19
0.067021;1093.06;23.03;11.83
0.069021;1093.09;23.69;11.77
0.075021;1089.18;25.69;8.45
0.077021;1088.07;26.35;7.82
0.079021;1085.09;27.01;10.03
0.081021;1085.39;27.67;12.22
0.083021;1088.73;28.34;12.68
0.085021;1086.75;29.00;14.71
0.087021;1081.76;29.66;11.86
0.089021;1078.43;30.32;12.48
0.091021;1070.63;30.97;9.82
0.097021;1077.10;32.94;11.25
0.099021;1068.37;33.59;11.99
0.101021;1064.90;34.24;8.40
0.105021;1059.72;35.54;8.94
0.131021;1064.25;43.95;11.84
0.133021;1052.74;44.60;7.54
0.135021;1056.71;45.24;10.43
0.137021;1058.76;45.89;12.74
0.139021;1044.74;46.53;11.05
0.141021;1050.36;47.17;10.64
0.143021;1063.14;47.81;11.02
0.151021;1066.95;50.41;7.09
