sep=;
Device ID;LBR-0013797;;
Series No;0023
Shot No;0003

Time (s);Vel (fps);Dist (m);SNR
0.000000;2414.18;0.00;-
0.008021;2399.27;5.88;36.22
0.009021;2397.13;6.61;32.66
0.010021;2396.07;7.34;30.48
0.011021;2393.18;8.07;31.71
0.012021;2392.03;8.80;33.63
0.013021;2391.32;9.53;32.45
0.014021;2389.04;10.26;31.94
0.015021;2385.98;10.98;32.69
0.016021;2385.66;11.71;29.81
0.017021;2382.97;12.44;31.74
0.018021;2381.13;13.16;29.28
0.019021;2379.63;13.89;28.28
0.020021;2378.60;14.61;27.27
0.021021;2375.43;15.34;28.06
0.022021;2378.03;16.06;28.08
0.023021;2368.67;16.79;30.53
0.024021;2368.74;17.51;23.90
0.025021;2369.78;18.23;20.57
0.026021;2366.84;18.95;27.04
0.027021;2360.86;19.67;32.47
0.028021;2365.69;20.39;20.07
0.029021;2359.58;21.11;19.67
0.030021;2357.11;21.83;26.96
0.031021;2356.94;22.55;24.43
0.032021;2358.46;23.27;19.86
0.033021;2354.00;23.99;19.81
0.034021;2352.07;24.70;20.07
0.035021;2353.89;25.42;20.49
0.036021;2348.95;26.14;23.20
0.037021;2349.64;26.85;21.39
0.038021;2343.10;27.57;22.66
0.039021;2346.43;28.28;19.07
0.040021;2341.59;29.00;22.24
0.041021;2344.54;29.71;16.81
0.042021;2340.11;30.43;18.17
0.043021;2336.45;31.14;18.97
0.044021;2339.50;31.85;16.66
0.045021;2332.65;32.56;16.92
0.046021;2334.61;33.28;15.87
0.048021;2330.45;34.70;15.69
0.049021;2327.69;35.41;17.46
0.050021;2325.83;36.12;16.43
0.051021;2321.86;36.83;13.38
0.052021;2323.45;37.53;14.27
0.053021;2324.04;38.24;14.66
0.054021;2322.45;38.95;13.18
0.055021;2317.12;39.66;17.55
0.056021;2313.55;40.36;20.13
0.057021;2313.60;41.07;19.27
0.058021;2311.14;41.77;17.40
0.059021;2313.11;42.48;13.50
0.060021;2314.69;43.18;9.74
0.062021;2301.71;44.59;7.53
0.063021;2307.14;45.29;10.90
0.064021;2298.63;45.99;12.89
0.065021;2303.02;46.69;15.35
0.066021;2297.97;47.40;12.10
0.067021;2296.73;48.10;12.61
0.068021;2298.11;48.80;13.31
0.069021;2295.48;49.50;11.51
0.070021;2293.86;50.20;12.70
0.071021;2294.12;50.90;12.77
0.072021;2292.11;51.59;13.14
0.073021;2288.28;52.29;14.30
0.074021;2284.31;52.99;16.18
0.075021;2284.17;53.69;15.51
0.076021;2279.27;54.38;18.28
0.077021;2281.25;55.08;17.19
0.078021;2276.95;55.77;15.41
0.079021;2282.34;56.47;11.08
0.081021;2272.20;57.85;8.90
0.083021;2266.71;59.24;9.01
