sep=;
Device ID;LBR-0013797;;
Series No;0008
Shot No;0005

Time (s);Vel (fps);Dist (m);SNR
0.000000;1209.89;0.00;-
0.015021;1189.71;5.48;40.31
0.017021;1187.16;6.21;41.03
0.019021;1184.65;6.93;40.56
0.021021;1181.98;7.65;39.77
0.023021;1179.29;8.37;39.12
0.025021;1176.60;9.09;39.03
0.027021;1173.75;9.80;38.81
0.029021;1171.65;10.52;37.60
0.031021;1168.44;11.23;37.43
0.033021;1165.69;11.94;36.96
0.035021;1162.62;12.65;36.43
0.037021;1160.79;13.36;35.25
0.039021;1157.39;14.07;35.75
0.041021;1155.27;14.77;34.84
0.043021;1152.71;15.48;34.57
0.045021;1149.89;16.18;32.82
0.047021;1146.96;16.88;32.61
0.049021;1144.28;17.58;34.08
0.051021;1141.94;18.27;32.04
0.053021;1140.61;18.97;30.20
0.055021;1137.19;19.66;31.82
0.057021;1135.07;20.36;31.42
0.059021;1132.14;21.05;30.79
0.061021;1130.20;21.74;29.03
0.063021;1127.29;22.43;29.05
0.065021;1125.13;23.11;28.60
0.067021;1121.99;23.80;27.74
0.069021;1119.61;24.48;28.69
0.071021;1117.37;25.16;28.71
0.073021;1114.68;25.84;27.77
0.075021;1112.37;26.52;26.41
0.077021;1109.38;27.20;26.48
0.079021;1107.27;27.87;27.71
0.081021;1106.50;28.55;28.35
0.083021;1104.94;29.22;26.96
0.085021;1102.43;29.90;25.51
0.087021;1101.11;30.57;22.34
0.089021;1101.24;31.24;23.26
0.091021;1099.03;31.91;21.56
0.093021;1095.04;32.58;23.93
0.095021;1094.25;33.25;25.66
0.097021;1091.28;33.91;24.63
0.099021;1089.47;34.58;25.10
0.101021;1089.78;35.24;24.19
0.103021;1086.80;35.90;23.56
0.105021;1085.96;36.57;22.76
0.107021;1084.90;37.23;20.77
0.109021;1083.05;37.89;19.76
0.111021;1081.29;38.55;17.09
0.113021;1079.14;39.21;16.07
0.115021;1075.83;39.86;17.64
0.117021;1076.75;40.52;19.34
0.119021;1073.48;41.17;17.77
0.121021;1073.26;41.83;20.54
0.123021;1072.96;42.48;18.70
0.125021;1071.92;43.14;20.65
0.127021;1069.12;43.79;23.01
0.129021;1068.38;44.44;24.42
0.131021;1066.66;45.09;24.75
0.133021;1064.43;45.74;22.76
0.135021;1065.76;46.39;22.70
0.137021;1061.24;47.04;21.14
0.139021;1060.89;47.69;20.53
0.141021;1059.16;48.33;20.17
0.143021;1058.58;48.98;18.60
0.145021;1058.46;49.62;18.75
0.147021;1057.04;50.27;18.23
0.149021;1057.05;50.91;15.16
0.151021;1052.13;51.55;15.16
0.153021;1048.25;52.20;13.10
0.155021;1055.40;52.84;15.15
0.157021;1049.15;53.48;11.83
0.159021;1048.35;54.12;11.67
0.161021;1061.26;54.76;8.00
0.165021;1047.03;56.05;12.15
0.167021;1054.25;56.69;10.02
0.169021;1046.38;57.33;10.93
0.171021;1039.26;57.96;11.66
0.175021;1033.56;59.23;13.08
