sep=;
Device ID;LBR-0013797;;
Series No;0003
Shot No;0009

Time (s);Vel (fps);Dist (m);SNR
0.000000;767.73;0.00;-
0.021021;765.03;4.88;39.08
0.023021;764.45;5.35;39.18
0.025021;764.00;5.81;39.41
0.027021;763.82;6.28;40.34
0.029021;763.63;6.74;40.59
0.031021;763.44;7.21;40.85
0.033021;763.20;7.67;40.66
0.035021;762.73;8.14;40.91
0.037021;762.52;8.60;40.64
0.039021;762.27;9.07;40.41
0.041021;762.24;9.53;40.40
0.043021;761.90;10.00;40.74
0.045021;761.34;10.46;40.12
0.047021;761.24;10.93;40.02
0.049021;760.77;11.39;39.76
0.051021;760.73;11.85;40.10
0.053021;760.06;12.32;39.67
0.055021;759.91;12.78;39.42
0.057021;759.66;13.24;39.28
0.059021;759.43;13.71;39.67
0.061021;759.31;14.17;38.78
0.063021;759.18;14.63;38.80
0.065021;758.65;15.10;38.75
0.067021;758.64;15.56;38.10
0.069021;758.43;16.02;38.18
0.071021;758.03;16.48;38.18
0.073021;757.74;16.95;37.94
0.075021;757.28;17.41;37.29
0.077021;757.24;17.87;37.65
0.079021;756.58;18.33;37.34
0.081021;756.42;18.79;36.85
0.083021;756.08;19.25;36.97
0.085021;756.29;19.71;36.12
0.087021;755.47;20.17;35.96
0.089021;755.42;20.63;35.38
0.091021;755.16;21.10;35.75
0.093021;754.84;21.56;35.18
0.095021;754.68;22.02;34.65
0.097021;754.23;22.48;34.84
0.099021;753.56;22.94;33.72
0.101021;753.21;23.39;34.29
0.103021;753.45;23.85;33.56
0.105021;753.20;24.31;33.52
0.107021;752.27;24.77;33.12
0.109021;751.69;25.23;34.29
0.111021;753.66;25.69;32.17
0.113021;752.18;26.15;31.90
0.115021;750.63;26.61;33.62
0.117021;752.48;27.06;31.30
0.119021;749.34;27.52;34.31
0.121021;750.66;27.98;32.36
0.123021;750.90;28.44;31.77
0.125021;750.21;28.89;32.21
0.127021;750.42;29.35;31.62
0.129021;749.80;29.81;32.32
0.131021;750.00;30.27;31.95
0.133021;749.04;30.72;32.23
0.135021;748.92;31.18;31.53
0.137021;748.62;31.64;31.59
0.139021;747.97;32.09;31.59
0.141021;748.81;32.55;30.26
0.143021;746.62;33.00;32.25
0.145021;747.73;33.46;29.64
0.147021;747.50;33.92;30.71
0.149021;745.71;34.37;31.43
0.151021;746.39;34.83;29.90
0.153021;745.83;35.28;29.52
0.155021;745.25;35.73;31.16
0.157021;746.07;36.19;28.99
0.159021;745.87;36.64;29.70
0.161021;745.05;37.10;29.95
0.163021;744.02;37.55;28.58
0.165021;744.60;38.01;28.79
0.167021;743.84;38.46;28.97
0.169021;745.18;38.91;27.37
0.171021;743.02;39.37;29.19
0.173021;744.38;39.82;28.92
0.175021;743.28;40.27;28.49
0.177021;744.13;40.73;26.41
0.179021;741.01;41.18;29.95
0.181021;742.79;41.63;25.06
0.183021;741.85;42.08;27.03
0.185021;741.74;42.54;25.46
0.187021;744.23;42.99;21.74
0.189021;741.59;43.44;28.29
0.191021;740.09;43.89;28.84
0.193021;740.84;44.35;22.43
0.195021;740.36;44.80;25.93
0.197021;740.36;45.25;29.23
0.199021;739.23;45.70;24.27
0.201021;743.95;46.15;16.89
0.203021;736.64;46.60;29.41
0.205021;739.54;47.05;24.94
0.207021;737.30;47.50;27.87
0.209021;743.78;47.95;15.93
0.211021;737.19;48.41;30.37
0.213021;734.22;48.85;31.60
0.215021;742.76;49.30;13.39
0.217021;731.77;49.75;18.00
0.219021;717.88;50.20;11.10
0.233021;711.10;53.24;8.35
0.237021;724.35;54.12;7.86
0.241021;732.05;55.01;7.75
0.253021;738.34;57.70;8.91
0.259021;740.26;59.05;8.72
0.263021;725.78;59.94;7.39
