sep=;
Device ID;LBR-0013797;;
Series No;0010
Shot No;0002

Time (s);Vel (fps);Dist (m);SNR
0.000000;577.48;0.00;-
0.029021;645.13;5.63;36.59
0.031021;645.65;6.02;35.67
0.033021;646.15;6.42;30.10
0.035021;657.83;6.82;11.82
0.037021;661.37;7.22;10.43
