sep=;
Device ID;LBR-0013797;;
Series No;0037
Shot No;0015

Time (s);Vel (fps);Dist (m);SNR
0.000000;1282.09;0.00;-
0.015021;1253.34;5.77;25.21
0.017021;1250.38;6.54;24.92
0.019021;1246.53;7.30;25.96
0.021021;1241.94;8.06;28.36
0.023021;1237.71;8.81;27.65
0.025021;1235.42;9.57;29.03
0.027021;1230.95;10.32;27.95
0.029021;1230.12;11.07;23.98
0.031021;1222.84;11.81;30.29
0.033021;1221.82;12.56;26.21
0.035021;1219.75;13.30;23.30
0.037021;1213.81;14.05;30.38
0.039021;1214.98;14.79;24.44
0.041021;1212.76;15.53;20.80
0.043021;1207.47;16.26;25.67
0.045021;1202.71;17.00;28.98
0.047021;1200.84;17.73;22.22
0.049021;1202.69;18.46;12.14
0.051021;1196.57;19.19;17.68
0.053021;1190.75;19.92;27.62
0.055021;1188.01;20.65;29.63
0.057021;1184.12;21.37;27.13
0.059021;1181.16;22.09;18.38
0.061021;1176.74;22.81;18.53
0.063021;1172.02;23.53;16.02
0.065021;1168.50;24.24;13.04
0.067021;1170.08;24.95;23.54
0.069021;1166.78;25.66;22.59
0.071021;1165.76;26.38;21.07
0.073021;1161.85;27.08;19.65
0.075021;1155.46;27.79;17.66
0.077021;1155.07;28.50;21.06
0.079021;1155.61;29.20;17.53
0.081021;1155.50;29.90;17.24
0.083021;1149.56;30.61;16.91
0.085021;1146.23;31.31;19.59
0.087021;1142.65;32.00;15.82
0.089021;1142.37;32.70;14.91
0.091021;1136.22;33.40;19.39
0.093021;1134.05;34.09;16.06
0.095021;1131.23;34.78;14.02
0.097021;1128.24;35.47;19.07
0.099021;1123.15;36.15;19.51
0.101021;1124.71;36.84;16.34
0.103021;1121.68;37.52;7.87
0.105021;1120.48;38.21;13.08
0.107021;1113.38;38.89;13.33
0.109021;1118.84;39.57;8.63
0.111021;1109.84;40.25;8.92
0.113021;1106.48;40.92;14.37
0.117021;1101.95;42.27;12.67
0.119021;1102.78;42.94;13.28
0.121021;1093.32;43.61;12.22
0.123021;1099.33;44.28;15.57
0.125021;1092.83;44.95;16.15
0.127021;1085.04;45.61;14.89
0.129021;1092.26;46.27;10.87
0.131021;1088.37;46.94;13.29
0.133021;1083.92;47.60;10.62
0.135021;1086.19;48.26;13.38
0.137021;1071.67;48.92;17.20
0.139021;1076.00;49.57;12.90
0.141021;1077.39;50.23;17.32
0.143021;1074.95;50.89;15.53
0.145021;1074.16;51.54;11.83
0.151021;1058.26;53.49;10.92
0.155021;1055.47;54.78;9.33
0.159021;1050.73;56.06;8.22
0.171021;1043.47;59.89;8.14
